timestep,HydroDispatch2,HydroDispatch1_inflow,HydroDispatch3_inflow,SolarBusC,WindBusA,4_Demand,2_Demand,3_Demand
3007,0.284,0.284,0.284,0.642,0.028,0.499,0.431,0.393
3008,0.518,0.518,0.518,0.781,0.083,0.534,0.449,0.425
3009,0.518,0.518,0.518,0.837,0.053,0.565,0.467,0.455
3010,0.518,0.518,0.518,0.837,0.011,0.59,0.494,0.486
3011,0.518,0.518,0.518,0.85,0.0,0.602,0.523,0.518
3012,0.518,0.518,0.518,0.852,0.0,0.599,0.547,0.541
3013,0.614,0.614,0.614,0.872,0.0,0.595,0.567,0.565
3014,0.736,0.736,0.736,0.868,0.001,0.645,0.586,0.592
3015,0.746,0.746,0.746,0.841,0.004,0.642,0.596,0.6
3016,0.754,0.754,0.754,0.788,0.01,0.632,0.612,0.61
3017,0.746,0.746,0.746,0.62,0.008,0.592,0.615,0.603
3018,0.736,0.736,0.736,0.267,0.01,0.567,0.592,0.587
3019,0.736,0.736,0.736,0.0,0.007,0.579,0.58,0.584
3020,0.754,0.754,0.754,0.0,0.0,0.599,0.566,0.579
3021,0.708,0.708,0.708,0.0,0.0,0.567,0.536,0.538
3022,0.576,0.576,0.576,0.0,0.0,0.517,0.478,0.484
3023,0.49,0.49,0.49,0.0,0.0,0.468,0.425,0.441
3024,0.254,0.254,0.254,0.0,0.0,0.433,0.393,0.409
3025,0.254,0.254,0.254,0.0,0.003,0.414,0.371,0.387
3026,0.254,0.254,0.254,0.0,0.016,0.404,0.358,0.374
3027,0.254,0.254,0.254,0.0,0.055,0.398,0.352,0.364
3028,0.264,0.264,0.264,0.0,0.245,0.406,0.357,0.363
3029,0.274,0.274,0.274,0.0,0.301,0.427,0.374,0.37
3030,0.51,0.51,0.51,0.384,0.301,0.466,0.4,0.375
3031,0.764,0.764,0.764,0.653,0.356,0.5,0.421,0.397
3032,0.764,0.764,0.764,0.804,0.369,0.52,0.436,0.426
3033,0.774,0.774,0.774,0.861,0.177,0.55,0.447,0.455
3034,0.764,0.764,0.764,0.848,0.139,0.59,0.467,0.479
3035,0.764,0.764,0.764,0.876,0.109,0.599,0.494,0.501
3036,0.774,0.774,0.774,0.848,0.071,0.597,0.518,0.517
3037,0.764,0.764,0.764,0.89,0.047,0.601,0.539,0.531
3038,0.764,0.764,0.764,0.872,0.005,0.599,0.56,0.551
3039,0.774,0.774,0.774,0.857,0.0,0.597,0.565,0.565
3040,0.754,0.754,0.754,0.801,0.001,0.585,0.565,0.56
3041,0.784,0.784,0.784,0.642,0.036,0.568,0.558,0.553
3042,0.764,0.764,0.764,0.283,0.111,0.554,0.544,0.54
3043,0.764,0.764,0.764,0.0,0.208,0.573,0.543,0.539
3044,0.736,0.736,0.736,0.0,0.288,0.586,0.538,0.545
3045,0.5,0.5,0.5,0.0,0.448,0.559,0.509,0.513
3046,0.518,0.518,0.518,0.0,0.512,0.51,0.453,0.473
3047,0.264,0.264,0.264,0.0,0.501,0.466,0.404,0.431
3048,0.188,0.188,0.188,0.0,0.339,0.431,0.376,0.399
3049,0.264,0.264,0.264,0.0,0.078,0.416,0.358,0.38
3050,0.254,0.254,0.254,0.0,0.007,0.403,0.346,0.367
3051,0.264,0.264,0.264,0.0,0.001,0.4,0.341,0.359
3052,0.254,0.254,0.254,0.0,0.012,0.404,0.348,0.36
3053,0.538,0.538,0.538,0.0,0.011,0.425,0.365,0.367
3054,0.784,0.784,0.784,0.283,0.058,0.459,0.391,0.371
3055,0.774,0.774,0.774,0.656,0.367,0.505,0.416,0.389
3056,0.792,0.792,0.792,0.823,0.421,0.538,0.428,0.405
3057,0.774,0.774,0.774,0.905,0.231,0.571,0.441,0.429
3058,0.774,0.774,0.774,0.929,0.231,0.595,0.457,0.439
3059,0.784,0.784,0.784,0.945,0.2,0.606,0.473,0.454
3060,0.774,0.774,0.774,0.929,0.113,0.606,0.492,0.463
3061,0.792,0.792,0.792,0.927,0.09,0.611,0.511,0.481
3062,0.774,0.774,0.774,0.921,0.077,0.612,0.53,0.496
3063,0.784,0.784,0.784,0.865,0.102,0.602,0.543,0.506
3064,0.774,0.774,0.774,0.801,0.08,0.592,0.556,0.512
3065,0.784,0.784,0.784,0.636,0.021,0.571,0.556,0.506
3066,0.774,0.774,0.774,0.287,0.194,0.55,0.532,0.488
3067,0.754,0.754,0.754,0.0,0.163,0.563,0.526,0.487
3068,0.746,0.746,0.746,0.0,0.131,0.59,0.521,0.498
3069,0.746,0.746,0.746,0.0,0.209,0.562,0.494,0.474
3070,0.764,0.764,0.764,0.0,0.043,0.519,0.447,0.437
3071,0.518,0.518,0.518,0.0,0.022,0.473,0.403,0.401
3072,0.5,0.5,0.5,0.0,0.001,0.439,0.376,0.374
3073,0.254,0.254,0.254,0.0,0.0,0.417,0.361,0.357
3074,0.254,0.254,0.254,0.0,0.0,0.405,0.35,0.346
3075,0.254,0.254,0.254,0.0,0.008,0.399,0.346,0.34
3076,0.274,0.274,0.274,0.0,0.022,0.403,0.349,0.342
3077,0.518,0.518,0.518,0.0,0.022,0.428,0.366,0.349
3078,0.518,0.518,0.518,0.384,0.04,0.462,0.392,0.354
3079,0.518,0.518,0.518,0.669,0.063,0.501,0.417,0.372
3080,0.68,0.68,0.68,0.804,0.071,0.537,0.43,0.397
3081,0.774,0.774,0.774,0.852,0.051,0.564,0.442,0.418
3082,0.774,0.774,0.774,0.812,0.03,0.587,0.457,0.431
3083,0.784,0.784,0.784,0.826,0.034,0.599,0.467,0.438
3084,0.774,0.774,0.774,0.817,0.01,0.604,0.48,0.439
3085,0.784,0.784,0.784,0.852,0.0,0.596,0.492,0.437
3086,0.774,0.774,0.774,0.837,0.0,0.595,0.506,0.439
3087,0.792,0.792,0.792,0.879,0.0,0.598,0.513,0.449
3088,0.774,0.774,0.774,0.806,0.0,0.587,0.522,0.458
3089,0.774,0.774,0.774,0.634,0.0,0.567,0.521,0.461
3090,0.784,0.784,0.784,0.249,0.012,0.539,0.501,0.455
3091,0.764,0.764,0.764,0.0,0.0,0.539,0.499,0.456
3092,0.764,0.764,0.764,0.0,0.0,0.567,0.497,0.466
3093,0.726,0.726,0.726,0.0,0.0,0.546,0.474,0.447
3094,0.736,0.736,0.736,0.0,0.053,0.51,0.441,0.42
3095,0.5,0.5,0.5,0.0,0.401,0.468,0.401,0.39
3096,0.528,0.528,0.528,0.0,0.606,0.432,0.375,0.366
3097,0.264,0.264,0.264,0.0,0.685,0.413,0.358,0.349
3098,0.254,0.254,0.254,0.0,0.482,0.399,0.348,0.339
3099,0.254,0.254,0.254,0.0,0.46,0.394,0.34,0.331
3100,0.264,0.264,0.264,0.0,0.51,0.395,0.339,0.33
3101,0.49,0.49,0.49,0.0,0.491,0.406,0.339,0.328
3102,0.51,0.51,0.51,0.404,0.492,0.408,0.345,0.322
3103,0.5,0.5,0.5,0.678,0.548,0.42,0.37,0.336
3104,0.51,0.51,0.51,0.797,0.255,0.453,0.399,0.359
3105,0.5,0.5,0.5,0.868,0.213,0.487,0.424,0.383
3106,0.51,0.51,0.51,0.881,0.264,0.51,0.451,0.403
3107,0.5,0.5,0.5,0.879,0.216,0.529,0.473,0.417
3108,0.528,0.528,0.528,0.887,0.298,0.528,0.493,0.432
3109,0.736,0.736,0.736,0.868,0.364,0.524,0.509,0.447
3110,0.746,0.746,0.746,0.87,0.305,0.507,0.526,0.466
3111,0.736,0.736,0.736,0.839,0.256,0.503,0.535,0.48
3112,0.746,0.746,0.746,0.784,0.291,0.497,0.545,0.49
3113,0.736,0.736,0.736,0.634,0.3,0.49,0.546,0.493
3114,0.528,0.528,0.528,0.291,0.486,0.484,0.526,0.484
3115,0.518,0.518,0.518,0.0,0.704,0.499,0.516,0.478
3116,0.264,0.264,0.264,0.0,0.537,0.526,0.505,0.487
3117,0.254,0.254,0.254,0.0,0.103,0.513,0.474,0.466
3118,0.254,0.254,0.254,0.0,0.092,0.487,0.44,0.439
3119,0.254,0.254,0.254,0.0,0.02,0.455,0.401,0.407
3120,0.254,0.254,0.254,0.0,0.047,0.428,0.376,0.381
3121,0.264,0.264,0.264,0.0,0.208,0.407,0.36,0.36
3122,0.254,0.254,0.254,0.0,0.444,0.397,0.346,0.348
3123,0.264,0.264,0.264,0.0,0.512,0.39,0.339,0.34
3124,0.368,0.368,0.368,0.0,0.51,0.385,0.337,0.337
3125,0.518,0.518,0.518,0.0,0.602,0.383,0.332,0.333
3126,0.764,0.764,0.764,0.408,0.679,0.383,0.336,0.322
3127,0.784,0.784,0.784,0.636,0.731,0.389,0.355,0.338
3128,0.774,0.774,0.774,0.737,0.884,0.411,0.383,0.364
3129,0.792,0.792,0.792,0.79,0.944,0.433,0.409,0.394
3130,0.774,0.774,0.774,0.826,0.964,0.453,0.437,0.423
3131,0.784,0.784,0.784,0.828,0.985,0.464,0.464,0.449
3132,0.774,0.774,0.774,0.815,0.97,0.472,0.489,0.473
3133,0.784,0.784,0.784,0.773,0.912,0.478,0.513,0.472
3134,0.774,0.774,0.774,0.788,0.857,0.481,0.538,0.504
3135,0.764,0.764,0.764,0.852,0.871,0.481,0.554,0.528
3136,0.784,0.784,0.784,0.781,0.807,0.481,0.564,0.543
3137,0.754,0.754,0.754,0.614,0.618,0.486,0.57,0.545
3138,0.774,0.774,0.774,0.294,1.0,0.487,0.553,0.535
3139,0.764,0.764,0.764,0.0,0.784,0.5,0.546,0.53
3140,0.764,0.764,0.764,0.0,0.96,0.538,0.54,0.535
3141,0.764,0.764,0.764,0.0,0.964,0.524,0.502,0.505
3142,0.594,0.594,0.594,0.0,0.829,0.489,0.456,0.475
3143,0.604,0.604,0.604,0.0,0.756,0.445,0.41,0.438
3144,0.614,0.614,0.614,0.0,0.566,0.41,0.382,0.404
3145,0.764,0.764,0.764,0.0,0.198,0.398,0.365,0.383
3146,0.764,0.764,0.764,0.0,0.135,0.389,0.352,0.369
3147,0.774,0.774,0.774,0.0,0.21,0.386,0.348,0.359
3148,0.754,0.754,0.754,0.0,0.873,0.39,0.353,0.359
3149,0.784,0.784,0.784,0.0,0.906,0.413,0.369,0.364
3150,0.764,0.764,0.764,0.397,0.402,0.446,0.401,0.371
3151,0.754,0.754,0.754,0.651,0.383,0.492,0.427,0.398
3152,0.784,0.784,0.784,0.806,0.105,0.526,0.452,0.431
3153,0.754,0.754,0.754,0.859,0.0,0.565,0.472,0.458
3154,0.774,0.774,0.774,0.868,0.001,0.594,0.495,0.486
3155,0.764,0.764,0.764,0.868,0.051,0.603,0.522,0.516
3156,0.764,0.764,0.764,0.87,0.063,0.611,0.546,0.544
3157,0.774,0.774,0.774,0.863,0.088,0.62,0.573,0.564
3158,0.764,0.764,0.764,0.879,0.059,0.627,0.597,0.593
3159,0.774,0.774,0.774,0.819,0.067,0.629,0.609,0.621
3160,0.774,0.774,0.774,0.817,0.068,0.621,0.617,0.635
3161,0.764,0.764,0.764,0.64,0.058,0.596,0.616,0.63
3162,0.784,0.784,0.784,0.3,0.264,0.57,0.594,0.607
3163,0.736,0.736,0.736,0.0,0.284,0.577,0.577,0.599
3164,0.518,0.518,0.518,0.0,0.189,0.597,0.564,0.601
3165,0.518,0.518,0.518,0.0,0.249,0.568,0.532,0.569
3166,0.5,0.5,0.5,0.0,0.545,0.518,0.48,0.518
3167,0.518,0.518,0.518,0.0,0.545,0.472,0.429,0.464
3168,0.518,0.518,0.518,0.0,0.515,0.426,0.395,0.423
3169,0.622,0.622,0.622,0.0,0.441,0.407,0.374,0.398
3170,0.784,0.784,0.784,0.0,0.318,0.398,0.359,0.381
3171,0.774,0.774,0.774,0.0,0.232,0.393,0.353,0.371
3172,0.774,0.774,0.774,0.0,0.109,0.399,0.356,0.37
3173,0.792,0.792,0.792,0.0,0.066,0.417,0.369,0.374
3174,0.774,0.774,0.774,0.408,0.013,0.453,0.399,0.38
3175,0.774,0.774,0.774,0.647,0.021,0.501,0.427,0.408
3176,0.784,0.784,0.784,0.781,0.016,0.537,0.443,0.438
3177,0.774,0.774,0.774,0.832,0.002,0.567,0.461,0.47
3178,0.754,0.754,0.754,0.806,0.001,0.591,0.486,0.495
3179,0.764,0.764,0.764,0.843,0.001,0.609,0.508,0.515
3180,0.774,0.774,0.774,0.815,0.006,0.616,0.535,0.532
3181,0.754,0.754,0.754,0.773,0.008,0.623,0.561,0.545
3182,0.764,0.764,0.764,0.81,0.0,0.6,0.591,0.567
3183,0.764,0.764,0.764,0.834,0.0,0.624,0.606,0.591
3184,0.746,0.746,0.746,0.768,0.0,0.614,0.621,0.604
3185,0.774,0.774,0.774,0.6,0.0,0.6,0.623,0.603
3186,0.754,0.754,0.754,0.298,0.0,0.564,0.602,0.582
3187,0.736,0.736,0.736,0.0,0.0,0.565,0.588,0.569
3188,0.518,0.518,0.518,0.0,0.0,0.594,0.576,0.566
3189,0.518,0.518,0.518,0.0,0.0,0.567,0.539,0.532
3190,0.518,0.518,0.518,0.0,0.0,0.519,0.48,0.484
3191,0.528,0.528,0.528,0.0,0.0,0.468,0.428,0.436
3192,0.5,0.5,0.5,0.0,0.0,0.42,0.4,0.402
3193,0.528,0.528,0.528,0.0,0.0,0.402,0.377,0.38
3194,0.518,0.518,0.518,0.0,0.013,0.392,0.365,0.364
3195,0.518,0.518,0.518,0.0,0.007,0.388,0.361,0.355
3196,0.518,0.518,0.518,0.0,0.005,0.39,0.365,0.354
3197,0.51,0.51,0.51,0.0,0.002,0.41,0.378,0.359
3198,0.594,0.594,0.594,0.408,0.0,0.448,0.405,0.367
3199,0.764,0.764,0.764,0.647,0.0,0.492,0.432,0.4
3200,0.774,0.774,0.774,0.746,0.0,0.528,0.453,0.416
3201,0.774,0.774,0.774,0.852,0.0,0.559,0.473,0.447
3202,0.764,0.764,0.764,0.83,0.009,0.591,0.503,0.468
3203,0.774,0.774,0.774,0.828,0.03,0.616,0.529,0.484
3204,0.774,0.774,0.774,0.786,0.042,0.634,0.562,0.501
3205,0.764,0.764,0.764,0.817,0.003,0.66,0.595,0.514
3206,0.764,0.764,0.764,0.792,0.0,0.68,0.626,0.54
3207,0.764,0.764,0.764,0.788,0.0,0.676,0.649,0.567
3208,0.764,0.764,0.764,0.724,0.0,0.66,0.66,0.583
3209,0.528,0.528,0.528,0.603,0.002,0.628,0.66,0.584
3210,0.518,0.518,0.518,0.291,0.001,0.587,0.633,0.563
3211,0.528,0.528,0.528,0.0,0.0,0.581,0.614,0.551
3212,0.51,0.51,0.51,0.0,0.003,0.599,0.593,0.552
3213,0.51,0.51,0.51,0.0,0.002,0.562,0.554,0.518
3214,0.32,0.32,0.32,0.0,0.009,0.505,0.495,0.472
3215,0.264,0.264,0.264,0.0,0.002,0.458,0.437,0.428
3216,0.254,0.254,0.254,0.0,0.094,0.422,0.406,0.394
3217,0.254,0.254,0.254,0.0,0.061,0.404,0.383,0.372
3218,0.254,0.254,0.254,0.0,0.117,0.39,0.37,0.358
3219,0.254,0.254,0.254,0.0,0.042,0.387,0.364,0.351
3220,0.274,0.274,0.274,0.0,0.039,0.39,0.369,0.35
3221,0.518,0.518,0.518,0.0,0.038,0.408,0.381,0.357
3222,0.528,0.528,0.528,0.402,0.026,0.45,0.41,0.363
3223,0.784,0.784,0.784,0.64,0.047,0.494,0.441,0.386
3224,0.764,0.764,0.764,0.742,0.092,0.54,0.467,0.414
3225,0.784,0.784,0.784,0.762,0.084,0.568,0.492,0.445
3226,0.764,0.764,0.764,0.808,0.106,0.599,0.529,0.466
3227,0.774,0.774,0.774,0.788,0.01,0.632,0.563,0.484
3228,0.764,0.764,0.764,0.748,0.009,0.654,0.603,0.517
3229,0.774,0.774,0.774,0.737,0.028,0.676,0.639,0.544
3230,0.774,0.774,0.774,0.775,0.02,0.687,0.67,0.572
3231,0.764,0.764,0.764,0.773,0.007,0.692,0.68,0.599
3232,0.764,0.764,0.764,0.675,0.0,0.67,0.691,0.614
3233,0.764,0.764,0.764,0.583,0.009,0.642,0.683,0.605
3234,0.764,0.764,0.764,0.298,0.277,0.599,0.655,0.595
3235,0.746,0.746,0.746,0.0,0.315,0.587,0.63,0.583
3236,0.51,0.51,0.51,0.0,0.283,0.601,0.609,0.578
3237,0.34,0.34,0.34,0.0,0.105,0.565,0.565,0.538
3238,0.264,0.264,0.264,0.0,0.396,0.503,0.501,0.487
3239,0.264,0.264,0.264,0.0,0.477,0.455,0.449,0.44
3240,0.254,0.254,0.254,0.0,0.182,0.422,0.411,0.406
3241,0.264,0.264,0.264,0.0,0.147,0.402,0.388,0.382
3242,0.254,0.254,0.254,0.0,0.142,0.39,0.372,0.366
3243,0.264,0.264,0.264,0.0,0.029,0.385,0.365,0.358
3244,0.254,0.254,0.254,0.0,0.017,0.388,0.367,0.356
3245,0.254,0.254,0.254,0.0,0.037,0.41,0.379,0.361
3246,0.284,0.284,0.284,0.386,0.081,0.45,0.407,0.369
3247,0.518,0.518,0.518,0.625,0.076,0.501,0.443,0.395
3248,0.518,0.518,0.518,0.733,0.079,0.541,0.471,0.427
3249,0.528,0.528,0.528,0.786,0.0,0.574,0.498,0.463
3250,0.774,0.774,0.774,0.812,0.007,0.603,0.535,0.495
3251,0.774,0.774,0.774,0.828,0.006,0.627,0.574,0.531
3252,0.784,0.784,0.784,0.841,0.0,0.645,0.604,0.578
3253,0.764,0.764,0.764,0.83,0.0,0.67,0.633,0.606
3254,0.858,0.858,0.858,0.841,0.076,0.68,0.657,0.649
3255,0.764,0.764,0.764,0.795,0.095,0.672,0.677,0.685
3256,0.784,0.784,0.784,0.751,0.04,0.642,0.691,0.703
3257,0.764,0.764,0.764,0.611,0.011,0.622,0.688,0.69
3258,0.482,0.482,0.482,0.3,0.05,0.576,0.648,0.658
3259,0.254,0.254,0.254,0.0,0.103,0.564,0.622,0.635
3260,0.264,0.264,0.264,0.0,0.152,0.585,0.597,0.628
3261,0.254,0.254,0.254,0.0,0.31,0.557,0.561,0.592
3262,0.264,0.264,0.264,0.0,0.484,0.507,0.516,0.551
3263,0.254,0.254,0.254,0.0,0.361,0.467,0.465,0.506
3264,0.254,0.254,0.254,0.0,0.378,0.431,0.429,0.471
3265,0.264,0.264,0.264,0.0,0.385,0.411,0.404,0.444
3266,0.254,0.254,0.254,0.0,0.349,0.393,0.385,0.424
3267,0.254,0.254,0.254,0.0,0.301,0.385,0.372,0.407
3268,0.264,0.264,0.264,0.0,0.229,0.384,0.365,0.395
3269,0.254,0.254,0.254,0.0,0.173,0.39,0.363,0.386
3270,0.264,0.264,0.264,0.395,0.213,0.398,0.371,0.379
3271,0.264,0.264,0.264,0.64,0.21,0.419,0.402,0.404
3272,0.254,0.254,0.254,0.759,0.138,0.452,0.448,0.445
3273,0.51,0.51,0.51,0.817,0.153,0.486,0.49,0.499
3274,0.518,0.518,0.518,0.832,0.137,0.512,0.532,0.546
3275,0.51,0.51,0.51,0.843,0.078,0.532,0.572,0.589
3276,0.528,0.528,0.528,0.828,0.057,0.537,0.606,0.622
3277,0.528,0.528,0.528,0.834,0.037,0.54,0.634,0.65
3278,0.528,0.528,0.528,0.837,0.016,0.54,0.666,0.679
3279,0.528,0.528,0.528,0.834,0.003,0.539,0.678,0.701
3280,0.528,0.528,0.528,0.779,0.0,0.537,0.69,0.71
3281,0.774,0.774,0.774,0.636,0.027,0.532,0.689,0.702
3282,0.736,0.736,0.736,0.316,0.051,0.528,0.658,0.674
3283,0.754,0.754,0.754,0.0,0.058,0.521,0.628,0.645
3284,0.754,0.754,0.754,0.0,0.069,0.544,0.605,0.635
3285,0.614,0.614,0.614,0.0,0.076,0.529,0.561,0.597
3286,0.518,0.518,0.518,0.0,0.108,0.49,0.51,0.55
3287,0.264,0.264,0.264,0.0,0.098,0.454,0.461,0.501
3288,0.254,0.254,0.254,0.0,0.028,0.422,0.427,0.461
3289,0.264,0.264,0.264,0.0,0.011,0.4,0.399,0.431
3290,0.254,0.254,0.254,0.0,0.012,0.388,0.381,0.409
3291,0.264,0.264,0.264,0.0,0.045,0.379,0.366,0.392
3292,0.264,0.264,0.264,0.0,0.07,0.376,0.358,0.38
3293,0.518,0.518,0.518,0.0,0.114,0.378,0.351,0.368
3294,0.528,0.528,0.528,0.417,0.094,0.373,0.355,0.36
3295,0.764,0.764,0.764,0.638,0.116,0.383,0.389,0.386
3296,0.774,0.774,0.774,0.759,0.143,0.404,0.434,0.43
3297,0.774,0.774,0.774,0.775,0.0,0.426,0.476,0.477
3298,0.784,0.784,0.784,0.817,0.0,0.446,0.522,0.524
3299,0.774,0.774,0.774,0.773,0.013,0.464,0.561,0.569
3300,0.784,0.784,0.784,0.797,0.047,0.475,0.604,0.608
3301,0.774,0.774,0.774,0.792,0.045,0.487,0.64,0.639
3302,0.784,0.784,0.784,0.779,0.034,0.494,0.673,0.676
3303,0.774,0.774,0.774,0.804,0.017,0.502,0.693,0.704
3304,0.774,0.774,0.774,0.753,0.007,0.503,0.708,0.721
3305,0.708,0.708,0.708,0.611,0.005,0.498,0.706,0.719
3306,0.5,0.5,0.5,0.309,0.017,0.489,0.668,0.688
3307,0.34,0.34,0.34,0.0,0.013,0.497,0.642,0.662
3308,0.264,0.264,0.264,0.0,0.045,0.534,0.621,0.653
3309,0.254,0.254,0.254,0.0,0.07,0.515,0.572,0.606
3310,0.254,0.254,0.254,0.0,0.047,0.482,0.511,0.55
3311,0.264,0.264,0.264,0.0,0.078,0.444,0.462,0.496
3312,0.254,0.254,0.254,0.0,0.085,0.413,0.42,0.459
3313,0.254,0.254,0.254,0.0,0.059,0.396,0.397,0.429
3314,0.264,0.264,0.264,0.0,0.088,0.385,0.382,0.408
3315,0.264,0.264,0.264,0.0,0.162,0.382,0.375,0.394
3316,0.284,0.284,0.284,0.0,0.299,0.389,0.378,0.389
3317,0.528,0.528,0.528,0.0,0.296,0.412,0.392,0.391
3318,0.698,0.698,0.698,0.322,0.301,0.451,0.423,0.405
3319,0.774,0.774,0.774,0.477,0.285,0.504,0.455,0.447
3320,0.792,0.792,0.792,0.682,0.221,0.544,0.487,0.474
3321,0.764,0.764,0.764,0.753,0.078,0.589,0.522,0.506
3322,0.792,0.792,0.792,0.795,0.059,0.625,0.567,0.55
3323,0.784,0.784,0.784,0.792,0.032,0.655,0.604,0.596
3324,0.774,0.774,0.774,0.786,0.041,0.671,0.637,0.643
3325,0.792,0.792,0.792,0.804,0.04,0.675,0.667,0.684
3326,0.764,0.764,0.764,0.755,0.021,0.683,0.688,0.717
3327,0.792,0.792,0.792,0.746,0.009,0.677,0.691,0.723
3328,0.774,0.774,0.774,0.673,0.013,0.668,0.698,0.71
3329,0.754,0.754,0.754,0.483,0.016,0.641,0.688,0.688
3330,0.698,0.698,0.698,0.23,0.021,0.598,0.654,0.662
3331,0.604,0.604,0.604,0.0,0.015,0.573,0.639,0.668
3332,0.528,0.528,0.528,0.0,0.013,0.594,0.621,0.666
3333,0.49,0.49,0.49,0.0,0.062,0.566,0.585,0.625
3334,0.264,0.264,0.264,0.0,0.119,0.508,0.523,0.574
3335,0.254,0.254,0.254,0.0,0.055,0.464,0.461,0.521
3336,0.254,0.254,0.254,0.0,0.015,0.429,0.425,0.48
3337,0.264,0.264,0.264,0.0,0.024,0.41,0.405,0.449
3338,0.254,0.254,0.254,0.0,0.203,0.396,0.386,0.427
3339,0.264,0.264,0.264,0.0,0.073,0.389,0.38,0.411
3340,0.254,0.254,0.254,0.0,0.118,0.394,0.384,0.404
3341,0.472,0.472,0.472,0.0,0.12,0.413,0.399,0.406
3342,0.576,0.576,0.576,0.4,0.028,0.455,0.43,0.413
3343,0.792,0.792,0.792,0.618,0.012,0.504,0.46,0.435
3344,0.764,0.764,0.764,0.669,0.032,0.538,0.486,0.462
3345,0.784,0.784,0.784,0.636,0.044,0.573,0.519,0.493
3346,0.774,0.774,0.774,0.629,0.036,0.604,0.562,0.522
3347,0.784,0.784,0.784,0.675,0.0,0.634,0.602,0.545
3348,0.764,0.764,0.764,0.642,0.0,0.655,0.643,0.576
3349,0.784,0.784,0.784,0.64,0.0,0.681,0.684,0.607
3350,0.764,0.764,0.764,0.616,0.0,0.694,0.716,0.645
3351,0.784,0.784,0.784,0.735,0.0,0.699,0.741,0.674
3352,0.764,0.764,0.764,0.735,0.0,0.693,0.724,0.694
3353,0.764,0.764,0.764,0.592,0.0,0.661,0.663,0.676
3354,0.764,0.764,0.764,0.316,0.0,0.614,0.629,0.646
3355,0.764,0.764,0.764,0.0,0.001,0.593,0.62,0.638
3356,0.764,0.764,0.764,0.0,0.0,0.607,0.613,0.636
3357,0.726,0.726,0.726,0.0,0.001,0.57,0.585,0.601
3358,0.452,0.452,0.452,0.0,0.001,0.514,0.529,0.548
3359,0.254,0.254,0.254,0.0,0.011,0.465,0.475,0.496
3360,0.264,0.264,0.264,0.0,0.322,0.429,0.44,0.45
3361,0.264,0.264,0.264,0.0,0.312,0.41,0.417,0.425
3362,0.264,0.264,0.264,0.0,0.331,0.398,0.4,0.405
3363,0.274,0.274,0.274,0.0,0.139,0.392,0.392,0.393
3364,0.32,0.32,0.32,0.0,0.131,0.394,0.396,0.389
3365,0.528,0.528,0.528,0.0,0.12,0.413,0.407,0.392
3366,0.774,0.774,0.774,0.238,0.065,0.446,0.447,0.403
3367,0.774,0.774,0.774,0.355,0.073,0.495,0.489,0.445
3368,0.774,0.774,0.774,0.545,0.089,0.535,0.528,0.488
3369,0.774,0.774,0.774,0.508,0.073,0.577,0.563,0.538
3370,0.774,0.774,0.774,0.563,0.003,0.616,0.608,0.585
3371,0.754,0.754,0.754,0.695,0.002,0.639,0.653,0.629
3372,0.774,0.774,0.774,0.728,0.001,0.668,0.693,0.672
3373,0.774,0.774,0.774,0.731,0.004,0.692,0.732,0.704
3374,0.754,0.754,0.754,0.267,0.0,0.7,0.759,0.752
3375,0.774,0.774,0.774,0.011,0.0,0.694,0.78,0.791
3376,0.764,0.764,0.764,0.11,0.0,0.684,0.792,0.812
3377,0.784,0.784,0.784,0.082,0.0,0.656,0.784,0.807
3378,0.774,0.774,0.774,0.0,0.0,0.608,0.739,0.769
3379,0.764,0.764,0.764,0.0,0.0,0.596,0.719,0.74
3380,0.774,0.774,0.774,0.0,0.0,0.619,0.694,0.723
3381,0.764,0.764,0.764,0.0,0.0,0.588,0.645,0.667
3382,0.802,0.802,0.802,0.0,0.0,0.523,0.568,0.598
3383,0.754,0.754,0.754,0.0,0.028,0.468,0.5,0.531
3384,0.622,0.622,0.622,0.0,0.0,0.436,0.459,0.483
3385,0.518,0.518,0.518,0.0,0.142,0.414,0.433,0.452
3386,0.518,0.518,0.518,0.0,0.469,0.403,0.413,0.429
3387,0.528,0.528,0.528,0.0,0.481,0.395,0.4,0.412
3388,0.528,0.528,0.528,0.0,0.357,0.401,0.402,0.408
3389,0.51,0.51,0.51,0.0,0.262,0.422,0.412,0.408
3390,0.538,0.538,0.538,0.413,0.216,0.46,0.45,0.423
3391,0.614,0.614,0.614,0.607,0.015,0.51,0.492,0.466
3392,0.774,0.774,0.774,0.744,0.032,0.555,0.527,0.516
3393,0.774,0.774,0.774,0.753,0.175,0.585,0.561,0.562
3394,0.774,0.774,0.774,0.766,0.315,0.629,0.602,0.615
3395,0.764,0.764,0.764,0.83,0.214,0.655,0.639,0.656
3396,0.774,0.774,0.774,0.819,0.255,0.668,0.677,0.704
3397,0.774,0.774,0.774,0.795,0.137,0.687,0.716,0.748
3398,0.774,0.774,0.774,0.801,0.221,0.702,0.752,0.756
3399,0.764,0.764,0.764,0.786,0.15,0.704,0.777,0.749
3400,0.774,0.774,0.774,0.753,0.117,0.695,0.79,0.729
3401,0.774,0.774,0.774,0.611,0.707,0.663,0.785,0.722
3402,0.764,0.764,0.764,0.32,0.077,0.607,0.749,0.712
3403,0.764,0.764,0.764,0.0,0.986,0.592,0.713,0.704
3404,0.764,0.764,0.764,0.0,0.974,0.614,0.691,0.703
