timestep,Hydro 01_inflow,Hydro 02_inflow,Hydro 03_inflow,Hydro 04_inflow,Hydro 05_inflow,Hydro 06_inflow,Hydro 07_inflow,Hydro 08_inflow,Hydro 09_inflow,Hydro 10_inflow,Hydro 11_inflow,Hydro 12_inflow,Hydro 13_inflow,Hydro 14_inflow,Hydro 15_inflow,Hydro 16,Hydro 17,Hydro 18,Hydro 19,Hydro 20,Hydro 21,Hydro 22,Hydro 23,Hydro 24,Hydro 25,Hydro 26,Hydro 27,Hydro 28,Hydro 29,Hydro 30,Hydro 31,Hydro 32,Hydro 33,Hydro 34,Hydro 35,Hydro 36,Hydro 37,Hydro 38,Hydro 39,Hydro 40,Hydro 41,Hydro 42,Hydro 43,Solar 01,Solar 02,Solar 03,Solar 04,Solar 05,Solar 06,Solar 07,Solar 08,Solar 09,Solar 10,Solar 11,Solar 12,Solar 13,Solar 14,Solar 15,Solar 16,Solar 17,Solar 18,Solar 19,Solar 20,Solar 21,Solar 22,Solar 23,Solar 24,Solar 25,Solar 26,Solar 27,Solar 28,Solar 29,Solar 30,Solar 31,Solar 32,Solar 33,Solar 34,Solar 35,Solar 36,Solar 37,Solar 38,Solar 39,Solar 40,Solar 41,Solar 42,Solar 43,Solar 44,Solar 45,Solar 46,Solar 47,Solar 48,Solar 49,Solar 50,Solar 51,Solar 52,Solar 53,Solar 54,Solar 55,Solar 56,Solar 57,Solar 58,Solar 59,Solar 60,Solar 61,Solar 62,Solar 63,Solar 64,Solar 65,Solar 66,Solar 67,Solar 68,Solar 69,Solar 70,Solar 71,Solar 72,Solar 73,Solar 74,Solar 75,Wind 01,Wind 02,Wind 03,Wind 04,Wind 05,Wind 06,Wind 07,Wind 08,Wind 09,Wind 10,Wind 11,Wind 12,Wind 13,Wind 14,Wind 15,Wind 16,Wind 17,bus070_Demand,bus031_Demand,bus048_Demand,bus055_Demand,bus004_Demand,bus104_Demand,bus043_Demand,bus074_Demand,bus017_Demand,bus076_Demand,bus040_Demand,bus064_Demand,bus114_Demand,bus032_Demand,bus054_Demand,bus021_Demand,bus116_Demand,bus091_Demand,bus096_Demand,bus037_Demand,bus016_Demand,bus112_Demand,bus012_Demand,bus022_Demand,bus045_Demand,bus067_Demand,bus009_Demand,bus058_Demand,bus003_Demand,bus051_Demand,bus056_Demand,bus099_Demand,bus100_Demand,bus105_Demand,bus109_Demand,bus110_Demand,bus019_Demand,bus039_Demand,bus084_Demand,bus081_Demand,bus036_Demand,bus089_Demand,bus063_Demand,bus098_Demand,bus046_Demand,bus006_Demand,bus052_Demand,bus065_Demand,bus010_Demand,bus028_Demand,bus073_Demand,bus034_Demand,bus115_Demand,bus068_Demand,bus020_Demand,bus044_Demand,bus072_Demand,bus086_Demand,bus033_Demand,bus079_Demand,bus062_Demand,bus087_Demand,bus001_Demand,bus029_Demand,bus101_Demand,bus102_Demand,bus090_Demand,bus053_Demand,bus013_Demand,bus083_Demand,bus097_Demand,bus041_Demand,bus005_Demand,bus078_Demand,bus093_Demand,bus038_Demand,bus002_Demand,bus103_Demand,bus049_Demand,bus082_Demand,bus094_Demand,bus117_Demand,bus018_Demand,bus023_Demand,bus080_Demand,bus092_Demand,bus015_Demand,bus057_Demand,bus011_Demand,bus108_Demand,bus085_Demand,bus008_Demand,bus075_Demand,bus077_Demand,bus042_Demand,bus024_Demand,bus025_Demand,bus030_Demand,bus088_Demand,bus106_Demand,bus014_Demand,bus047_Demand,bus095_Demand,bus111_Demand,bus061_Demand,bus118_Demand,bus066_Demand,bus069_Demand,bus113_Demand,bus027_Demand,bus071_Demand,bus035_Demand,bus060_Demand,bus007_Demand,bus026_Demand,bus107_Demand,bus050_Demand,bus059_Demand
3255,1.0,1.0,1.0,1.0,0.242,0.755,0.755,0.755,0.755,0.755,1.0,1.0,1.0,1.0,1.0,0.722,0.722,0.722,0.083,0.059,0.059,0.059,0.001,0.001,0.098,0.098,0.098,0.066,0.066,0.722,0.722,0.722,0.043,0.043,0.722,0.084,0.084,0.106,0.106,0.042,0.081,0.081,0.078,0.819,0.576,0.553,0.804,0.788,0.537,0.815,0.804,0.804,0.0,0.805,0.801,0.817,0.804,0.804,0.0,0.804,0.804,0.804,0.0,0.804,0.152,0.814,0.802,0.803,0.802,0.0,0.152,0.152,0.0,0.935,0.863,0.747,0.778,0.802,0.786,0.761,0.856,0.647,0.647,0.647,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.577,0.637,0.664,0.636,0.664,0.636,0.652,0.652,0.637,0.637,0.474,0.664,0.66,0.884,0.735,0.983,0.607,0.469,0.735,0.501,0.811,0.848,0.826,0.747,0.728,0.44,0.0,0.151,0.132,0.386,0.325,0.195,0.095,0.122,0.207,0.188,0.194,0.097,0.232,0.134,0.598,0.602,0.717,0.496,0.449,0.698,0.449,0.449,0.698,0.558,0.449,0.449,0.698,0.449,0.698,0.449,0.558,0.698,0.449,0.698,0.558,0.558,0.558,0.698,0.698,0.558,0.698,0.698,0.449,0.449,0.698,0.449,0.698,0.449,0.449,0.558,0.558,0.558,0.558,0.558,0.698,0.698,0.449,0.449,0.698,0.449,0.449,0.558,0.449,0.698,0.449,0.449,0.698,0.698,0.449,0.698,0.558,0.449,0.698,0.449,0.449,0.449,0.698,0.449,0.449,0.449,0.698,0.698,0.558,0.558,0.449,0.449,0.698,0.449,0.558,0.698,0.698,0.449,0.558,0.698,0.698,0.558,0.449,0.449,0.558,0.558,0.698,0.698,0.449,0.558,0.698,0.449,0.698,0.558,0.449,0.698,0.449,0.449,0.698,0.698,0.698,0.698,0.449,0.558,0.698,0.449,0.558,0.558,0.449,0.558,0.449,0.449,0.558,0.698,0.449,0.698,0.449,0.698,0.698,0.558,0.449,0.449
3256,1.0,1.0,1.0,1.0,0.242,0.755,0.755,0.755,0.755,0.755,1.0,1.0,1.0,1.0,1.0,0.717,0.717,0.717,0.083,0.058,0.058,0.058,0.002,0.002,0.098,0.098,0.098,0.066,0.066,0.717,0.717,0.717,0.043,0.043,0.717,0.084,0.084,0.106,0.106,0.035,0.081,0.081,0.064,0.506,0.458,0.058,0.0,0.0,0.408,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.052,0.0,0.0,0.0,0.0,0.0,0.052,0.052,0.0,0.685,0.655,0.56,0.575,0.595,0.594,0.526,0.649,0.493,0.493,0.493,0.407,0.407,0.407,0.407,0.407,0.407,0.407,0.399,0.485,0.507,0.485,0.507,0.485,0.494,0.494,0.485,0.485,0.315,0.507,0.183,0.459,0.486,0.65,0.401,0.344,0.486,0.496,0.574,0.659,0.634,0.392,0.626,0.0,0.0,0.199,0.165,0.377,0.306,0.243,0.097,0.165,0.259,0.228,0.236,0.134,0.224,0.122,0.589,0.561,0.732,0.608,0.449,0.695,0.449,0.449,0.695,0.549,0.449,0.449,0.695,0.449,0.695,0.449,0.549,0.695,0.449,0.695,0.549,0.549,0.549,0.695,0.695,0.549,0.695,0.695,0.449,0.449,0.695,0.449,0.695,0.449,0.449,0.549,0.549,0.549,0.549,0.549,0.695,0.695,0.449,0.449,0.695,0.449,0.449,0.549,0.449,0.695,0.449,0.449,0.695,0.695,0.449,0.695,0.549,0.449,0.695,0.449,0.449,0.449,0.695,0.449,0.449,0.449,0.695,0.695,0.549,0.549,0.449,0.449,0.695,0.449,0.549,0.695,0.695,0.449,0.549,0.695,0.695,0.549,0.449,0.449,0.549,0.549,0.695,0.695,0.449,0.549,0.695,0.449,0.695,0.549,0.449,0.695,0.449,0.449,0.695,0.695,0.695,0.695,0.449,0.549,0.695,0.449,0.549,0.549,0.449,0.549,0.449,0.449,0.549,0.695,0.449,0.695,0.449,0.695,0.695,0.549,0.449,0.449
3257,1.0,1.0,1.0,1.0,0.242,0.755,0.755,0.755,0.755,0.755,1.0,1.0,1.0,1.0,1.0,0.718,0.718,0.718,0.083,0.062,0.062,0.062,0.0,0.0,0.098,0.098,0.098,0.066,0.066,0.718,0.718,0.718,0.043,0.043,0.718,0.084,0.084,0.106,0.106,0.039,0.081,0.081,0.07,0.128,0.304,0.058,0.014,0.013,0.239,0.014,0.014,0.014,0.119,0.014,0.013,0.014,0.014,0.014,0.033,0.014,0.014,0.014,0.119,0.014,0.289,0.014,0.013,0.014,0.013,0.033,0.289,0.289,0.047,0.425,0.377,0.365,0.349,0.368,0.313,0.276,0.361,0.275,0.275,0.275,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.21,0.271,0.246,0.271,0.246,0.271,0.275,0.275,0.271,0.271,0.233,0.246,0.226,0.3,0.422,0.565,0.349,0.463,0.422,0.412,0.243,0.471,0.078,0.202,0.137,0.139,0.115,0.237,0.2,0.376,0.297,0.293,0.097,0.201,0.312,0.271,0.28,0.171,0.214,0.109,0.574,0.53,0.745,0.703,0.445,0.697,0.445,0.445,0.697,0.543,0.445,0.445,0.697,0.445,0.697,0.445,0.543,0.697,0.445,0.697,0.543,0.543,0.543,0.697,0.697,0.543,0.697,0.697,0.445,0.445,0.697,0.445,0.697,0.445,0.445,0.543,0.543,0.543,0.543,0.543,0.697,0.697,0.445,0.445,0.697,0.445,0.445,0.543,0.445,0.697,0.445,0.445,0.697,0.697,0.445,0.697,0.543,0.445,0.697,0.445,0.445,0.445,0.697,0.445,0.445,0.445,0.697,0.697,0.543,0.543,0.445,0.445,0.697,0.445,0.543,0.697,0.697,0.445,0.543,0.697,0.697,0.543,0.445,0.445,0.543,0.543,0.697,0.697,0.445,0.543,0.697,0.445,0.697,0.543,0.445,0.697,0.445,0.445,0.697,0.697,0.697,0.697,0.445,0.543,0.697,0.445,0.543,0.543,0.445,0.543,0.445,0.445,0.543,0.697,0.445,0.697,0.445,0.697,0.697,0.543,0.445,0.445
3258,1.0,1.0,1.0,1.0,0.242,0.755,0.755,0.755,0.755,0.755,1.0,1.0,1.0,1.0,1.0,0.723,0.723,0.723,0.083,0.071,0.071,0.071,0.0,0.0,0.098,0.098,0.098,0.066,0.066,0.723,0.723,0.723,0.043,0.043,0.723,0.084,0.084,0.106,0.106,0.037,0.082,0.082,0.068,0.067,0.109,0.14,0.073,0.072,0.157,0.074,0.073,0.073,0.121,0.073,0.073,0.074,0.073,0.073,0.111,0.073,0.073,0.073,0.121,0.073,0.13,0.074,0.073,0.073,0.073,0.111,0.13,0.13,0.156,0.139,0.121,0.109,0.126,0.133,0.116,0.083,0.113,0.096,0.096,0.096,0.064,0.064,0.064,0.064,0.064,0.064,0.064,0.063,0.094,0.13,0.094,0.13,0.094,0.086,0.086,0.095,0.095,0.122,0.13,0.094,0.116,0.165,0.221,0.136,0.127,0.165,0.13,0.103,0.111,0.0,0.101,0.039,0.081,0.067,0.257,0.235,0.388,0.305,0.342,0.096,0.226,0.364,0.316,0.325,0.202,0.202,0.099,0.555,0.515,0.756,0.767,0.45,0.716,0.45,0.45,0.716,0.568,0.45,0.45,0.716,0.45,0.716,0.45,0.568,0.716,0.45,0.716,0.568,0.568,0.568,0.716,0.716,0.568,0.716,0.716,0.45,0.45,0.716,0.45,0.716,0.45,0.45,0.568,0.568,0.568,0.568,0.568,0.716,0.716,0.45,0.45,0.716,0.45,0.45,0.568,0.45,0.716,0.45,0.45,0.716,0.716,0.45,0.716,0.568,0.45,0.716,0.45,0.45,0.45,0.716,0.45,0.45,0.45,0.716,0.716,0.568,0.568,0.45,0.45,0.716,0.45,0.568,0.716,0.716,0.45,0.568,0.716,0.716,0.568,0.45,0.45,0.568,0.568,0.716,0.716,0.45,0.568,0.716,0.45,0.716,0.568,0.45,0.716,0.45,0.45,0.716,0.716,0.716,0.716,0.45,0.568,0.716,0.45,0.568,0.568,0.45,0.568,0.45,0.45,0.568,0.716,0.45,0.716,0.45,0.716,0.716,0.568,0.45,0.45
3259,1.0,1.0,1.0,1.0,0.242,0.755,0.755,0.755,0.755,0.755,1.0,1.0,1.0,1.0,1.0,0.731,0.731,0.731,0.084,0.065,0.065,0.065,0.0,0.0,0.1,0.1,0.1,0.066,0.066,0.731,0.731,0.731,0.043,0.043,0.731,0.084,0.084,0.106,0.106,0.032,0.082,0.082,0.059,0.037,0.02,0.028,0.049,0.048,0.053,0.05,0.049,0.049,0.0,0.049,0.049,0.05,0.049,0.049,0.053,0.049,0.049,0.049,0.0,0.049,0.0,0.05,0.049,0.049,0.049,0.053,0.0,0.0,0.075,0.011,0.012,0.011,0.013,0.013,0.008,0.013,0.0,0.015,0.015,0.015,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.014,0.015,0.014,0.015,0.014,0.0,0.0,0.014,0.014,0.014,0.015,0.013,0.019,0.03,0.039,0.024,0.023,0.03,0.016,0.006,0.012,0.0,0.015,0.047,0.065,0.054,0.259,0.269,0.412,0.33,0.387,0.094,0.236,0.411,0.36,0.368,0.227,0.193,0.092,0.533,0.519,0.76,0.789,0.455,0.715,0.455,0.455,0.715,0.627,0.455,0.455,0.715,0.455,0.715,0.455,0.627,0.715,0.455,0.715,0.627,0.627,0.627,0.715,0.715,0.627,0.715,0.715,0.455,0.455,0.715,0.455,0.715,0.455,0.455,0.627,0.627,0.627,0.627,0.627,0.715,0.715,0.455,0.455,0.715,0.455,0.455,0.627,0.455,0.715,0.455,0.455,0.715,0.715,0.455,0.715,0.627,0.455,0.715,0.455,0.455,0.455,0.715,0.455,0.455,0.455,0.715,0.715,0.627,0.627,0.455,0.455,0.715,0.455,0.627,0.715,0.715,0.455,0.627,0.715,0.715,0.627,0.455,0.455,0.627,0.627,0.715,0.715,0.455,0.627,0.715,0.455,0.715,0.627,0.455,0.715,0.455,0.455,0.715,0.715,0.715,0.715,0.455,0.627,0.715,0.455,0.627,0.627,0.455,0.627,0.455,0.455,0.627,0.715,0.455,0.715,0.455,0.715,0.715,0.627,0.455,0.455
3260,1.0,1.0,1.0,1.0,0.242,0.755,0.755,0.755,0.755,0.755,1.0,1.0,1.0,1.0,1.0,0.728,0.728,0.728,0.084,0.088,0.088,0.088,0.0,0.0,0.099,0.099,0.099,0.067,0.067,0.728,0.728,0.728,0.043,0.043,0.728,0.084,0.084,0.106,0.106,0.038,0.083,0.083,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.299,0.421,0.342,0.428,0.094,0.246,0.452,0.4,0.408,0.25,0.192,0.088,0.514,0.532,0.746,0.776,0.444,0.673,0.444,0.444,0.673,0.563,0.444,0.444,0.673,0.444,0.673,0.444,0.563,0.673,0.444,0.673,0.563,0.563,0.563,0.673,0.673,0.563,0.673,0.673,0.444,0.444,0.673,0.444,0.673,0.444,0.444,0.563,0.563,0.563,0.563,0.563,0.673,0.673,0.444,0.444,0.673,0.444,0.444,0.563,0.444,0.673,0.444,0.444,0.673,0.673,0.444,0.673,0.563,0.444,0.673,0.444,0.444,0.444,0.673,0.444,0.444,0.444,0.673,0.673,0.563,0.563,0.444,0.444,0.673,0.444,0.563,0.673,0.673,0.444,0.563,0.673,0.673,0.563,0.444,0.444,0.563,0.563,0.673,0.673,0.444,0.563,0.673,0.444,0.673,0.563,0.444,0.673,0.444,0.444,0.673,0.673,0.673,0.673,0.444,0.563,0.673,0.444,0.563,0.563,0.444,0.563,0.444,0.444,0.563,0.673,0.444,0.673,0.444,0.673,0.673,0.563,0.444,0.444
3261,1.0,1.0,1.0,1.0,0.242,0.755,0.755,0.755,0.755,0.755,1.0,1.0,1.0,1.0,1.0,0.716,0.716,0.716,0.083,0.068,0.068,0.068,0.0,0.0,0.097,0.097,0.097,0.064,0.064,0.716,0.716,0.716,0.043,0.043,0.716,0.084,0.084,0.106,0.106,0.051,0.084,0.084,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266,0.322,0.427,0.35,0.465,0.096,0.26,0.492,0.439,0.448,0.27,0.196,0.086,0.499,0.535,0.714,0.753,0.403,0.669,0.403,0.403,0.669,0.478,0.403,0.403,0.669,0.403,0.669,0.403,0.478,0.669,0.403,0.669,0.478,0.478,0.478,0.669,0.669,0.478,0.669,0.669,0.403,0.403,0.669,0.403,0.669,0.403,0.403,0.478,0.478,0.478,0.478,0.478,0.669,0.669,0.403,0.403,0.669,0.403,0.403,0.478,0.403,0.669,0.403,0.403,0.669,0.669,0.403,0.669,0.478,0.403,0.669,0.403,0.403,0.403,0.669,0.403,0.403,0.403,0.669,0.669,0.478,0.478,0.403,0.403,0.669,0.403,0.478,0.669,0.669,0.403,0.478,0.669,0.669,0.478,0.403,0.403,0.478,0.478,0.669,0.669,0.403,0.478,0.669,0.403,0.669,0.478,0.403,0.669,0.403,0.403,0.669,0.669,0.669,0.669,0.403,0.478,0.669,0.403,0.478,0.478,0.403,0.478,0.403,0.403,0.478,0.669,0.403,0.669,0.403,0.669,0.669,0.478,0.403,0.403
3262,1.0,1.0,1.0,1.0,0.242,0.755,0.755,0.755,0.755,0.755,1.0,1.0,1.0,1.0,1.0,0.711,0.711,0.711,0.083,0.077,0.077,0.077,0.0,0.0,0.097,0.097,0.097,0.004,0.004,0.711,0.711,0.711,0.043,0.043,0.711,0.084,0.084,0.106,0.106,0.042,0.084,0.084,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.337,0.443,0.367,0.502,0.096,0.27,0.532,0.476,0.485,0.286,0.195,0.08,0.485,0.527,0.681,0.733,0.346,0.64,0.346,0.346,0.64,0.414,0.346,0.346,0.64,0.346,0.64,0.346,0.414,0.64,0.346,0.64,0.414,0.414,0.414,0.64,0.64,0.414,0.64,0.64,0.346,0.346,0.64,0.346,0.64,0.346,0.346,0.414,0.414,0.414,0.414,0.414,0.64,0.64,0.346,0.346,0.64,0.346,0.346,0.414,0.346,0.64,0.346,0.346,0.64,0.64,0.346,0.64,0.414,0.346,0.64,0.346,0.346,0.346,0.64,0.346,0.346,0.346,0.64,0.64,0.414,0.414,0.346,0.346,0.64,0.346,0.414,0.64,0.64,0.346,0.414,0.64,0.64,0.414,0.346,0.346,0.414,0.414,0.64,0.64,0.346,0.414,0.64,0.346,0.64,0.414,0.346,0.64,0.346,0.346,0.64,0.64,0.64,0.64,0.346,0.414,0.64,0.346,0.414,0.414,0.346,0.414,0.346,0.346,0.414,0.64,0.346,0.64,0.346,0.64,0.64,0.414,0.346,0.346
3263,1.0,1.0,1.0,1.0,0.242,0.755,0.755,0.755,0.755,0.755,1.0,1.0,1.0,1.0,1.0,0.714,0.714,0.714,0.083,0.074,0.074,0.074,0.0,0.0,0.097,0.097,0.097,0.0,0.0,0.714,0.714,0.714,0.043,0.043,0.714,0.084,0.084,0.106,0.106,0.036,0.085,0.085,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255,0.343,0.458,0.382,0.551,0.086,0.271,0.586,0.527,0.535,0.298,0.181,0.068,0.47,0.507,0.645,0.716,0.305,0.598,0.305,0.305,0.598,0.383,0.305,0.305,0.598,0.305,0.598,0.305,0.383,0.598,0.305,0.598,0.383,0.383,0.383,0.598,0.598,0.383,0.598,0.598,0.305,0.305,0.598,0.305,0.598,0.305,0.305,0.383,0.383,0.383,0.383,0.383,0.598,0.598,0.305,0.305,0.598,0.305,0.305,0.383,0.305,0.598,0.305,0.305,0.598,0.598,0.305,0.598,0.383,0.305,0.598,0.305,0.305,0.305,0.598,0.305,0.305,0.305,0.598,0.598,0.383,0.383,0.305,0.305,0.598,0.305,0.383,0.598,0.598,0.305,0.383,0.598,0.598,0.383,0.305,0.305,0.383,0.383,0.598,0.598,0.305,0.383,0.598,0.305,0.598,0.383,0.305,0.598,0.305,0.305,0.598,0.598,0.598,0.598,0.305,0.383,0.598,0.305,0.383,0.383,0.305,0.383,0.305,0.305,0.383,0.598,0.305,0.598,0.305,0.598,0.598,0.383,0.305,0.305
3264,1.0,1.0,1.0,1.0,0.242,0.755,0.755,0.755,0.755,0.755,1.0,1.0,1.0,1.0,1.0,0.718,0.718,0.718,0.084,0.05,0.05,0.05,0.0,0.0,0.098,0.098,0.098,0.0,0.0,0.718,0.718,0.718,0.038,0.038,0.718,0.084,0.084,0.106,0.106,0.034,0.086,0.086,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245,0.347,0.476,0.402,0.61,0.081,0.271,0.655,0.593,0.597,0.308,0.176,0.066,0.455,0.486,0.605,0.698,0.286,0.557,0.286,0.286,0.557,0.366,0.286,0.286,0.557,0.286,0.557,0.286,0.366,0.557,0.286,0.557,0.366,0.366,0.366,0.557,0.557,0.366,0.557,0.557,0.286,0.286,0.557,0.286,0.557,0.286,0.286,0.366,0.366,0.366,0.366,0.366,0.557,0.557,0.286,0.286,0.557,0.286,0.286,0.366,0.286,0.557,0.286,0.286,0.557,0.557,0.286,0.557,0.366,0.286,0.557,0.286,0.286,0.286,0.557,0.286,0.286,0.286,0.557,0.557,0.366,0.366,0.286,0.286,0.557,0.286,0.366,0.557,0.557,0.286,0.366,0.557,0.557,0.366,0.286,0.286,0.366,0.366,0.557,0.557,0.286,0.366,0.557,0.286,0.557,0.366,0.286,0.557,0.286,0.286,0.557,0.557,0.557,0.557,0.286,0.366,0.557,0.286,0.366,0.366,0.286,0.366,0.286,0.286,0.366,0.557,0.286,0.557,0.286,0.557,0.557,0.366,0.286,0.286
3265,1.0,1.0,1.0,1.0,0.242,0.755,0.755,0.755,0.755,0.755,1.0,1.0,1.0,1.0,1.0,0.72,0.72,0.72,0.084,0.061,0.061,0.061,0.0,0.0,0.098,0.098,0.098,0.0,0.0,0.72,0.72,0.72,0.043,0.043,0.72,0.084,0.084,0.106,0.106,0.032,0.086,0.086,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257,0.358,0.495,0.421,0.661,0.094,0.282,0.715,0.649,0.649,0.318,0.2,0.087,0.443,0.482,0.583,0.682,0.333,0.592,0.333,0.333,0.592,0.398,0.333,0.333,0.592,0.333,0.592,0.333,0.398,0.592,0.333,0.592,0.398,0.398,0.398,0.592,0.592,0.398,0.592,0.592,0.333,0.333,0.592,0.333,0.592,0.333,0.333,0.398,0.398,0.398,0.398,0.398,0.592,0.592,0.333,0.333,0.592,0.333,0.333,0.398,0.333,0.592,0.333,0.333,0.592,0.592,0.333,0.592,0.398,0.333,0.592,0.333,0.333,0.333,0.592,0.333,0.333,0.333,0.592,0.592,0.398,0.398,0.333,0.333,0.592,0.333,0.398,0.592,0.592,0.333,0.398,0.592,0.592,0.398,0.333,0.333,0.398,0.398,0.592,0.592,0.333,0.398,0.592,0.333,0.592,0.398,0.333,0.592,0.333,0.333,0.592,0.592,0.592,0.592,0.333,0.398,0.592,0.333,0.398,0.398,0.333,0.398,0.333,0.333,0.398,0.592,0.333,0.592,0.333,0.592,0.592,0.398,0.333,0.333
